rating,text,date,trip_type,date_status,gpt_sentiment,predicted_roberta
5,"As avid cat lovers we couldn't skip this place...  It full of cats paintings, sculptures and ads. The bonus is several real live cats that walk in the house and agree to be touched :-)",Sep 2019,,date_only,正面,正面
3,"A good visit for cat lovers, the entry is €10 for adults and €5 for students which I think is quite overpriced. The place is filled with cats, some friendly, some unfriendly. The museum is very small with only about four rooms filled with artwork and does not take long to walk around. The museum is quite tucked away and not a massive tourist destination but worth a visit if you’re a cat lover!",Jan 2020,Friends,date_with_label,中立,中立
5,I love cats and had been missing my own while travelling when i stumbled across this place. Easily my favourite place in Amsterdam. I absolutely adore all of the odd sculptures and beautiful art; and the 5 cats that roam the place. Plan to visit again real soon!,Sep 2019,,date_only,正面,正面
5,"If you love cats, this place is for you. It is a small museum but was a perfect way to start our trip after day of traveling. There are cats you can pet, which helped to de-stress everyone.",Dec 2019,,date_only,正面,正面
4,"We enjoyed our visit here, even if it was a little pricey. I love cats and there was some beautiful artwork on display. It was lovely to peruse the collection. There were four cats in the museum, one was parricularly friendly and fussy! The garden was open but as it was heavily raining, we just looked through the windows. The little souvenir shop was cute, I bought some postcards home with me. A nice find!",Dec 2019,Couples,date_with_label,正面,正面
3,"This was only 5 euros with an iamsterdam card and I wouldn't have been happy paying full price.  I'm the biggest cat fan (hence the username) but the museum wasn't as big as I anticipated.  We did meet a gorgeous friendly little boy called Billy, though, just as we were about to leave.  It was lovely to be able to pet a cat while away from home and missing our own.   I think the museum is missing a trick by not marketing itself as a cat cafe - it is a beautiful house with beautiful rooms and would probably do very well with all the cat lovers who regularly visit.",Dec 2019,,date_only,中立,中立
5,This was a delightful chance to see cats and cat-related art (including a special exhibit) in a gorgeous Golden Bend townhouse.,Dec 2019,Couples,date_with_label,正面,正面
4,"As a massive car lover I really enjoyed this museum, I really loved seeing the 2 cats wondering around and sleeping. One was more friendly than the other. The only downfall in my opinion was the price, $7 for 3 small rooms and the garden was not accessible.",Dec 2019,Couples,date_with_label,正面,中立
4,"If you have cats or have a bit of time to spare, you'll enjoy this whimsical museum. You don't have to be a 'cat lady' to go. The Katten Kabinet is a bit tongue-in-cheek, witness: a book called ""My cat. My soulmate."" It's got some really old signs etc... and some unique objects. Beautiful artwork on the ceiling and an amazing mirror. It is quite small-my visit may have been 30 minutes. There was a real cat lying on the counter where I bought my ticket. It is near Blomenmarket.",Nov 2019,,date_only,正面,正面
4,"As per the title says, it did not contain a lot of things. But the main reason we entered was because of the cats. And it was nice meeting cats while away from home, if that is your purpose than i really recommend, but you can not be certain that you will meet a cat",Nov 2019,,date_only,正面,中立
5,A beautiful little place for cat lovers with it's own furry feline resident who is very friendly.  Beautiful pictures and objects and 2 beautiful upstairs rooms. Very relaxing and calming.Enjoyed the gift shop. Many poster versions of the art on display.  Reasonably priced.,Oct 2019,Couples,date_with_label,正面,正面
5,"Amongst the high energy of the city centre, I loved visiting the Cat Cabinet. Such a lovely and calm place where you can view many pieces of cat art, photos and musings about cats. Stroking the real cats is also a bonus. Small but perfectly formed museum.",Oct 2019,Couples,date_with_label,正面,正面
5,"Before you go read up on the history of this museum. It is heartwarming and shares insights into why the collection exists. This is an excellent gallery especially for lovers of cats and art. It is also a beautiful example of an old Dutch canal house. I have noticed some reviews complaining of the size of the museum and the entry cost. This is not the Rijksmuseum and you shouldn't go in expecting to spend several hours wandering around halls with vaulted ceilings. Take this delight at face value. It may be a small collection but it's a good one. Read all of the texts, soak it all in, and you'll have a great time.",Nov 2018,Couples,date_with_label,正面,正面
4,"Even though the visit doesn’t last long (one floor only), it worths it for all cats lovers. You’ll discover objects and paintings about cats in a beautiful bourgeois house. You may have the chance to see cats wandering around. I was alone and enjoyed each part. It’s always mind blowing to be able to enter such a bourgeois atypical house and have the chance to discover an ancient century. We should all not take it for granted and appreciate it.",Oct 2019,Solo,date_with_label,正面,正面
